State,County,Civilian labor force 2007,Employed 2007,Civilian labor force 2007,Employed 2007,Unemployed 2007,Unemployment rate 2007,Civilian labor force 2008,Employed 2008,Unemployed 2008,Unemployment rate 2008,Civilian labor force 2009,Employed 2009,Unemployed 2009,Unemployment rate 2009,Civilian abor force 2010,Employed 2010,Unemployed 2010,Unemployment rate 2010,Civilian labor force 2011,Employed 2011,Unemployed 2011,Unemploymen trate 2011,Civilian labor force 2012,Employed 2012,Unemployed 2012,Unemployment rate 2012,Civilian labor force 2013,Employed 2013,Unemployed 2013,Unemployment rate 2013,Civilian labor force 2014,Employed 2014,Unemployed 2014,Unemployment rate 2014,Civilian labor force 2015,Employed 2015,Unemployed 2015,Unemployment rate 2015,Civilian labor force 2016,Employed 2016,Unemployed 2016,Unemployment rate 2016,Civilian labor force 2017,Employed 2017,Unemployed 2017,Unemployment rate 2017,Civilian labor force 2018,Employed 2018,Unemployed 2018,Unemployment rate 2018,Median Household Income 2017,Income % of State Total 2017
TX,"Sabine County, TX",3384.00,3113.00,3384.00,3113.00,271.00,8.00,3392.00,3090.00,302.00,8.90,3540.00,3010.00,530.00,15.00,3654.00,3058.00,596.00,16.30,3462.00,2917.00,545.00,15.70,3388.00,2895.00,493.00,14.60,3561.00,3101.00,460.00,12.90,3546.00,3172.00,374.00,10.50,3505.00,3179.00,326.00,9.30,3484.00,3158.00,326.00,9.40,3577.00,3270.00,307.00,8.60,3568.00,3287.00,281.00,7.90,"$37,770",63.80
TX,"San Augustine County, TX",3498.00,3310.00,3498.00,3310.00,188.00,5.40,3500.00,3285.00,215.00,6.10,3605.00,3242.00,363.00,10.10,3193.00,2779.00,414.00,13.00,3154.00,2708.00,446.00,14.10,3027.00,2660.00,367.00,12.10,2936.00,2595.00,341.00,11.60,2829.00,2559.00,270.00,9.50,2800.00,2547.00,253.00,9.00,2804.00,2554.00,250.00,8.90,2872.00,2657.00,215.00,7.50,2987.00,2792.00,195.00,6.50,"$39,133",66.10
TX,"San Jacinto County, TX",9972.00,9460.00,9972.00,9460.00,512.00,5.10,10072.00,9495.00,577.00,5.70,10139.00,9197.00,942.00,9.30,11230.00,10110.00,1120.00,10.00,11367.00,10270.00,1097.00,9.70,11474.00,10529.00,945.00,8.20,11454.00,10588.00,866.00,7.60,11426.00,10768.00,658.00,5.80,11299.00,10666.00,633.00,5.60,11431.00,10715.00,716.00,6.30,11472.00,10818.00,654.00,5.70,11518.00,10945.00,573.00,5.00,"$44,707",75.50
TX,"San Saba County, TX",2470.00,2356.00,2470.00,2356.00,114.00,4.60,2411.00,2280.00,131.00,5.40,2455.00,2281.00,174.00,7.10,2559.00,2401.00,158.00,6.20,2522.00,2369.00,153.00,6.10,2295.00,2152.00,143.00,6.20,2273.00,2143.00,130.00,5.70,2234.00,2141.00,93.00,4.20,2247.00,2165.00,82.00,3.60,2449.00,2366.00,83.00,3.40,2420.00,2342.00,78.00,3.20,2521.00,2445.00,76.00,3.00,"$43,112",72.80
TX,"Schleicher County, TX",1415.00,1366.00,1415.00,1366.00,49.00,3.50,1469.00,1420.00,49.00,3.30,1510.00,1369.00,141.00,9.30,1634.00,1510.00,124.00,7.60,1699.00,1603.00,96.00,5.70,1781.00,1710.00,71.00,4.00,1803.00,1739.00,64.00,3.50,1782.00,1728.00,54.00,3.00,1502.00,1423.00,79.00,5.30,1421.00,1347.00,74.00,5.20,1336.00,1286.00,50.00,3.70,1363.00,1323.00,40.00,2.90,"$45,821",77.40
TX,"Scurry County, TX",7288.00,7014.00,7288.00,7014.00,274.00,3.80,7541.00,7241.00,300.00,4.00,7763.00,7240.00,523.00,6.70,7101.00,6619.00,482.00,6.80,7407.00,6987.00,420.00,5.70,8118.00,7755.00,363.00,4.50,8566.00,8210.00,356.00,4.20,8621.00,8335.00,286.00,3.30,8174.00,7836.00,338.00,4.10,7411.00,6975.00,436.00,5.90,6995.00,6692.00,303.00,4.30,6969.00,6731.00,238.00,3.40,"$51,772",87.50
TX,"Shackelford County, TX",2045.00,1992.00,2045.00,1992.00,53.00,2.60,2144.00,2088.00,56.00,2.60,2127.00,2042.00,85.00,4.00,1904.00,1798.00,106.00,5.60,2007.00,1912.00,95.00,4.70,2214.00,2136.00,78.00,3.50,2298.00,2222.00,76.00,3.30,2377.00,2311.00,66.00,2.80,2084.00,2025.00,59.00,2.80,1878.00,1806.00,72.00,3.80,1891.00,1835.00,56.00,3.00,1978.00,1932.00,46.00,2.30,"$61,155",103.30
TX,"Shelby County, TX",12175.00,11665.00,12175.00,11665.00,510.00,4.20,12421.00,11834.00,587.00,4.70,12613.00,11696.00,917.00,7.30,11839.00,10837.00,1002.00,8.50,11977.00,10952.00,1025.00,8.60,12126.00,11246.00,880.00,7.30,11631.00,10768.00,863.00,7.40,11626.00,10947.00,679.00,5.80,11387.00,10789.00,598.00,5.30,10959.00,10302.00,657.00,6.00,10790.00,10233.00,557.00,5.20,11089.00,10609.00,480.00,4.30,"$39,745",67.10
TX,"Sherman County, TX",1341.00,1295.00,1341.00,1295.00,46.00,3.40,1455.00,1401.00,54.00,3.70,1444.00,1381.00,63.00,4.40,1555.00,1484.00,71.00,4.60,1578.00,1506.00,72.00,4.60,1504.00,1441.00,63.00,4.20,1480.00,1420.00,60.00,4.10,1507.00,1460.00,47.00,3.10,1422.00,1383.00,39.00,2.70,1350.00,1311.00,39.00,2.90,1291.00,1251.00,40.00,3.10,1336.00,1300.00,36.00,2.70,"$49,349",83.40
TX,"Somervell County, TX",3887.00,3716.00,3887.00,3716.00,171.00,4.40,4107.00,3924.00,183.00,4.50,4224.00,3924.00,300.00,7.10,4043.00,3721.00,322.00,8.00,4084.00,3767.00,317.00,7.80,4143.00,3869.00,274.00,6.60,4147.00,3897.00,250.00,6.00,4141.00,3929.00,212.00,5.10,4113.00,3907.00,206.00,5.00,4134.00,3935.00,199.00,4.80,4192.00,4001.00,191.00,4.60,4287.00,4109.00,178.00,4.20,"$62,803",106.10
TX,"Stephens County, TX",4470.00,4314.00,4470.00,4314.00,156.00,3.50,4679.00,4510.00,169.00,3.60,4629.00,4316.00,313.00,6.80,4245.00,3928.00,317.00,7.50,4440.00,4095.00,345.00,7.80,4384.00,4124.00,260.00,5.90,4207.00,3990.00,217.00,5.20,4297.00,4109.00,188.00,4.40,4110.00,3938.00,172.00,4.20,4019.00,3807.00,212.00,5.30,4009.00,3827.00,182.00,4.50,3987.00,3842.00,145.00,3.60,"$41,977",70.90
TX,"Sterling County, TX",790.00,768.00,790.00,768.00,22.00,2.80,849.00,825.00,24.00,2.80,855.00,819.00,36.00,4.20,675.00,643.00,32.00,4.70,682.00,649.00,33.00,4.80,720.00,695.00,25.00,3.50,752.00,723.00,29.00,3.90,813.00,789.00,24.00,3.00,747.00,722.00,25.00,3.30,670.00,644.00,26.00,3.90,594.00,572.00,22.00,3.70,582.00,563.00,19.00,3.30,"$55,690",94.10
TX,"Stonewall County, TX",878.00,850.00,878.00,850.00,28.00,3.20,860.00,832.00,28.00,3.30,849.00,813.00,36.00,4.20,746.00,703.00,43.00,5.80,746.00,705.00,41.00,5.50,748.00,715.00,33.00,4.40,707.00,674.00,33.00,4.70,698.00,671.00,27.00,3.90,663.00,634.00,29.00,4.40,640.00,612.00,28.00,4.40,614.00,593.00,21.00,3.40,596.00,575.00,21.00,3.50,"$43,702",73.80
TX,"Sutton County, TX",3105.00,3040.00,3105.00,3040.00,65.00,2.10,3515.00,3446.00,69.00,2.00,3449.00,3204.00,245.00,7.10,1990.00,1799.00,191.00,9.60,1947.00,1815.00,132.00,6.80,2012.00,1917.00,95.00,4.70,2065.00,1971.00,94.00,4.60,2024.00,1952.00,72.00,3.60,1720.00,1616.00,104.00,6.00,1592.00,1465.00,127.00,8.00,1509.00,1432.00,77.00,5.10,1469.00,1413.00,56.00,3.80,"$57,986",98.00
TX,"Swisher County, TX",3486.00,3338.00,3486.00,3338.00,148.00,4.20,3556.00,3399.00,157.00,4.40,3648.00,3439.00,209.00,5.70,3182.00,2973.00,209.00,6.60,3152.00,2940.00,212.00,6.70,3050.00,2869.00,181.00,5.90,2964.00,2714.00,250.00,8.40,2885.00,2708.00,177.00,6.10,2734.00,2604.00,130.00,4.80,2717.00,2601.00,116.00,4.30,2694.00,2584.00,110.00,4.10,2684.00,2569.00,115.00,4.30,"$41,264",69.70
TX,"Terrell County, TX",357.00,339.00,357.00,339.00,18.00,5.00,330.00,308.00,22.00,6.70,382.00,347.00,35.00,9.20,501.00,467.00,34.00,6.80,518.00,486.00,32.00,6.20,549.00,523.00,26.00,4.70,525.00,499.00,26.00,5.00,481.00,459.00,22.00,4.60,435.00,414.00,21.00,4.80,406.00,390.00,16.00,3.90,394.00,376.00,18.00,4.60,382.00,369.00,13.00,3.40,"$39,033",65.90
TX,"Terry County, TX",5712.00,5452.00,5712.00,5452.00,260.00,4.60,5860.00,5617.00,243.00,4.10,6029.00,5615.00,414.00,6.90,5756.00,5328.00,428.00,7.40,5853.00,5437.00,416.00,7.10,5666.00,5295.00,371.00,6.50,5533.00,5205.00,328.00,5.90,5618.00,5377.00,241.00,4.30,5408.00,5155.00,253.00,4.70,5352.00,5097.00,255.00,4.80,5250.00,4986.00,264.00,5.00,5228.00,5013.00,215.00,4.10,"$40,899",69.10
TX,"Throckmorton County, TX",969.00,933.00,969.00,933.00,36.00,3.70,942.00,910.00,32.00,3.40,1033.00,983.00,50.00,4.80,877.00,824.00,53.00,6.00,873.00,812.00,61.00,7.00,830.00,786.00,44.00,5.30,796.00,756.00,40.00,5.00,834.00,801.00,33.00,4.00,781.00,756.00,25.00,3.20,743.00,717.00,26.00,3.50,692.00,662.00,30.00,4.30,705.00,681.00,24.00,3.40,"$38,162",64.50
TX,"Titus County, TX",14278.00,13748.00,14278.00,13748.00,530.00,3.70,14104.00,13504.00,600.00,4.30,14308.00,13274.00,1034.00,7.20,13988.00,12795.00,1193.00,8.50,13719.00,12590.00,1129.00,8.20,13267.00,12272.00,995.00,7.50,13079.00,12107.00,972.00,7.40,12925.00,12111.00,814.00,6.30,12745.00,12012.00,733.00,5.80,12883.00,12090.00,793.00,6.20,12964.00,12265.00,699.00,5.40,12947.00,12295.00,652.00,5.00,"$47,097",79.60
TX,"Trinity County, TX",5840.00,5563.00,5840.00,5563.00,277.00,4.70,5793.00,5479.00,314.00,5.40,5905.00,5405.00,500.00,8.50,5783.00,5232.00,551.00,9.50,5719.00,5173.00,546.00,9.50,5574.00,5118.00,456.00,8.20,5569.00,5153.00,416.00,7.50,5529.00,5197.00,332.00,6.00,5486.00,5163.00,323.00,5.90,5484.00,5151.00,333.00,6.10,5382.00,5084.00,298.00,5.50,5346.00,5071.00,275.00,5.10,"$34,741",58.70
TX,"Tyler County, TX",8044.00,7607.00,8044.00,7607.00,437.00,5.40,8239.00,7749.00,490.00,5.90,8442.00,7620.00,822.00,9.70,7904.00,6973.00,931.00,11.80,7842.00,6898.00,944.00,12.00,7580.00,6770.00,810.00,10.70,7602.00,6822.00,780.00,10.30,7585.00,6980.00,605.00,8.00,7373.00,6857.00,516.00,7.00,7216.00,6690.00,526.00,7.30,7080.00,6560.00,520.00,7.30,7009.00,6547.00,462.00,6.60,"$43,394",73.30
TX,"Upshur County, TX",19147.00,18387.00,19147.00,18387.00,760.00,4.00,19783.00,18953.00,830.00,4.20,19653.00,18165.00,1488.00,7.60,18283.00,16675.00,1608.00,8.80,18615.00,17133.00,1482.00,8.00,18727.00,17465.00,1262.00,6.70,18538.00,17353.00,1185.00,6.40,18599.00,17644.00,955.00,5.10,17990.00,17047.00,943.00,5.20,17903.00,16757.00,1146.00,6.40,17738.00,16808.00,930.00,5.20,17841.00,17095.00,746.00,4.20,"$47,517",80.30
TX,"Upton County, TX",1661.00,1611.00,1661.00,1611.00,50.00,3.00,1775.00,1720.00,55.00,3.10,1817.00,1718.00,99.00,5.40,1552.00,1457.00,95.00,6.10,1571.00,1488.00,83.00,5.30,1591.00,1527.00,64.00,4.00,1710.00,1640.00,70.00,4.10,1877.00,1817.00,60.00,3.20,1786.00,1716.00,70.00,3.90,1582.00,1498.00,84.00,5.30,1549.00,1491.00,58.00,3.70,1580.00,1526.00,54.00,3.40,"$56,448",95.40
TX,"Uvalde County, TX",10957.00,10386.00,10957.00,10386.00,571.00,5.20,11154.00,10520.00,634.00,5.70,11591.00,10674.00,917.00,7.90,11826.00,10769.00,1057.00,8.90,12144.00,11066.00,1078.00,8.90,11952.00,11004.00,948.00,7.90,11949.00,11114.00,835.00,7.00,11699.00,11034.00,665.00,5.70,11691.00,11102.00,589.00,5.00,11813.00,11186.00,627.00,5.30,11716.00,11167.00,549.00,4.70,11506.00,11011.00,495.00,4.30,"$39,610",66.90
TX,"Van Zandt County, TX",25331.00,24354.00,25331.00,24354.00,977.00,3.90,25539.00,24430.00,1109.00,4.30,25941.00,24141.00,1800.00,6.90,23601.00,21620.00,1981.00,8.40,23741.00,21848.00,1893.00,8.00,23620.00,21982.00,1638.00,6.90,23851.00,22295.00,1556.00,6.50,23929.00,22664.00,1265.00,5.30,24230.00,23143.00,1087.00,4.50,24865.00,23796.00,1069.00,4.30,25415.00,24458.00,957.00,3.80,25908.00,25004.00,904.00,3.50,"$50,308",85.00
TX,"Waller County, TX",16028.00,15312.00,16028.00,15312.00,716.00,4.50,16157.00,15356.00,801.00,5.00,16440.00,15085.00,1355.00,8.20,19960.00,18234.00,1726.00,8.60,20344.00,18677.00,1667.00,8.20,20499.00,19065.00,1434.00,7.00,20839.00,19492.00,1347.00,6.50,21343.00,20253.00,1090.00,5.10,21678.00,20639.00,1039.00,4.80,22180.00,20943.00,1237.00,5.60,22407.00,21310.00,1097.00,4.90,22763.00,21786.00,977.00,4.30,"$55,224",93.30
TX,"Ward County, TX",4860.00,4682.00,4860.00,4682.00,178.00,3.70,5071.00,4874.00,197.00,3.90,5033.00,4591.00,442.00,8.80,4631.00,4239.00,392.00,8.50,4940.00,4619.00,321.00,6.50,5356.00,5098.00,258.00,4.80,5520.00,5261.00,259.00,4.70,5928.00,5716.00,212.00,3.60,5917.00,5664.00,253.00,4.30,5397.00,5090.00,307.00,5.70,5592.00,5366.00,226.00,4.00,6678.00,6506.00,172.00,2.60,"$53,242",89.90
TX,"Washington County, TX",16030.00,15447.00,16030.00,15447.00,583.00,3.60,16370.00,15725.00,645.00,3.90,16966.00,15944.00,1022.00,6.00,15561.00,14439.00,1122.00,7.20,15682.00,14646.00,1036.00,6.60,15646.00,14766.00,880.00,5.60,15728.00,14867.00,861.00,5.50,15718.00,14996.00,722.00,4.60,15372.00,14641.00,731.00,4.80,15089.00,14323.00,766.00,5.10,14888.00,14260.00,628.00,4.20,14966.00,14419.00,547.00,3.70,"$51,276",86.60
TX,"Wharton County, TX",20580.00,19730.00,20580.00,19730.00,850.00,4.10,20875.00,19969.00,906.00,4.30,21209.00,19729.00,1480.00,7.00,21279.00,19431.00,1848.00,8.70,21498.00,19723.00,1775.00,8.30,21437.00,19987.00,1450.00,6.80,21509.00,20226.00,1283.00,6.00,21599.00,20592.00,1007.00,4.70,21247.00,20311.00,936.00,4.40,21081.00,20022.00,1059.00,5.00,21123.00,20174.00,949.00,4.50,21416.00,20620.00,796.00,3.70,"$46,194",78.00
TX,"Wheeler County, TX",3052.00,2976.00,3052.00,2976.00,76.00,2.50,3391.00,3310.00,81.00,2.40,3212.00,3030.00,182.00,5.70,2732.00,2565.00,167.00,6.10,2856.00,2715.00,141.00,4.90,2895.00,2769.00,126.00,4.40,3137.00,3002.00,135.00,4.30,3085.00,2975.00,110.00,3.60,2823.00,2714.00,109.00,3.90,2483.00,2366.00,117.00,4.70,2355.00,2262.00,93.00,3.90,2474.00,2396.00,78.00,3.20,"$45,356",76.60
TX,"Wilbarger County, TX",7660.00,7403.00,7660.00,7403.00,257.00,3.40,7587.00,7320.00,267.00,3.50,7874.00,7504.00,370.00,4.70,6140.00,5657.00,483.00,7.90,6039.00,5601.00,438.00,7.30,5924.00,5568.00,356.00,6.00,5779.00,5445.00,334.00,5.80,5301.00,5041.00,260.00,4.90,5114.00,4867.00,247.00,4.80,5050.00,4813.00,237.00,4.70,4967.00,4735.00,232.00,4.70,4993.00,4786.00,207.00,4.10,"$40,353",68.20
TX,"Willacy County, TX",7539.00,6932.00,7539.00,6932.00,607.00,8.10,7705.00,7027.00,678.00,8.80,8388.00,7388.00,1000.00,11.90,7781.00,6656.00,1125.00,14.50,7721.00,6450.00,1271.00,16.50,7428.00,6254.00,1174.00,15.80,7436.00,6263.00,1173.00,15.80,7179.00,6290.00,889.00,12.40,6751.00,5872.00,879.00,13.00,6504.00,5708.00,796.00,12.20,6329.00,5631.00,698.00,11.00,6381.00,5747.00,634.00,9.90,"$30,392",51.30
TX,"Wilson County, TX",18150.00,17416.00,18150.00,17416.00,734.00,4.00,18724.00,17866.00,858.00,4.60,18901.00,17673.00,1228.00,6.50,21235.00,19785.00,1450.00,6.80,21547.00,20142.00,1405.00,6.50,21732.00,20528.00,1204.00,5.50,22213.00,21045.00,1168.00,5.30,22574.00,21637.00,937.00,4.20,22992.00,22121.00,871.00,3.80,23761.00,22834.00,927.00,3.90,24210.00,23364.00,846.00,3.50,24556.00,23806.00,750.00,3.10,"$70,829",119.70
TX,"Winkler County, TX",3341.00,3236.00,3341.00,3236.00,105.00,3.10,3454.00,3325.00,129.00,3.70,3411.00,3093.00,318.00,9.30,2898.00,2632.00,266.00,9.20,3051.00,2834.00,217.00,7.10,3186.00,3006.00,180.00,5.60,3322.00,3147.00,175.00,5.30,3290.00,3145.00,145.00,4.40,3106.00,2929.00,177.00,5.70,3071.00,2834.00,237.00,7.70,3262.00,3095.00,167.00,5.10,4030.00,3917.00,113.00,2.80,"$51,965",87.80
TX,"Wood County, TX",17919.00,17119.00,17919.00,17119.00,800.00,4.50,18054.00,17148.00,906.00,5.00,18606.00,17120.00,1486.00,8.00,16969.00,15432.00,1537.00,9.10,16973.00,15506.00,1467.00,8.60,16735.00,15420.00,1315.00,7.90,16725.00,15507.00,1218.00,7.30,16787.00,15787.00,1000.00,6.00,16774.00,15886.00,888.00,5.30,17249.00,16342.00,907.00,5.30,17359.00,16546.00,813.00,4.70,17343.00,16607.00,736.00,4.20,"$49,739",84.00
TX,"Yoakum County, TX",3874.00,3749.00,3874.00,3749.00,125.00,3.20,4085.00,3961.00,124.00,3.00,4101.00,3789.00,312.00,7.60,3690.00,3433.00,257.00,7.00,4165.00,3948.00,217.00,5.20,4336.00,4162.00,174.00,4.00,4214.00,4051.00,163.00,3.90,4299.00,4169.00,130.00,3.00,4049.00,3897.00,152.00,3.80,3761.00,3582.00,179.00,4.80,3826.00,3691.00,135.00,3.50,3736.00,3630.00,106.00,2.80,"$58,363",98.60
TX,"Young County, TX",9541.00,9236.00,9541.00,9236.00,305.00,3.20,9811.00,9476.00,335.00,3.40,9671.00,9048.00,623.00,6.40,8646.00,7982.00,664.00,7.70,8593.00,7978.00,615.00,7.20,8570.00,8081.00,489.00,5.70,8574.00,8132.00,442.00,5.20,8681.00,8327.00,354.00,4.10,8476.00,8115.00,361.00,4.30,8312.00,7948.00,364.00,4.40,8085.00,7780.00,305.00,3.80,8187.00,7922.00,265.00,3.20,"$44,909",75.90
TX,"Zapata County, TX",4943.00,4682.00,4943.00,4682.00,261.00,5.30,5162.00,4879.00,283.00,5.50,5326.00,4748.00,578.00,10.90,5761.00,5162.00,599.00,10.40,6467.00,5944.00,523.00,8.10,6819.00,6387.00,432.00,6.30,7064.00,6624.00,440.00,6.20,6946.00,6586.00,360.00,5.20,6196.00,5723.00,473.00,7.60,5209.00,4649.00,560.00,10.80,5396.00,4994.00,402.00,7.40,5376.00,5077.00,299.00,5.60,"$32,172",54.30
TX,"Zavala County, TX",3713.00,3322.00,3713.00,3322.00,391.00,10.50,3642.00,3257.00,385.00,10.60,3922.00,3354.00,568.00,14.50,4557.00,3924.00,633.00,13.90,4590.00,3944.00,646.00,14.10,4390.00,3797.00,593.00,13.50,4011.00,3430.00,581.00,14.50,3902.00,3428.00,474.00,12.10,3809.00,3384.00,425.00,11.20,3887.00,3348.00,539.00,13.90,3735.00,3318.00,417.00,11.20,3593.00,3250.00,343.00,9.50,"$28,867",48.80
UT,"Beaver County, UT",3175.00,3095.00,3175.00,3095.00,80.00,2.50,3118.00,3010.00,108.00,3.50,3550.00,3332.00,218.00,6.10,3157.00,2843.00,314.00,9.90,3044.00,2800.00,244.00,8.00,2902.00,2725.00,177.00,6.10,3021.00,2880.00,141.00,4.70,2965.00,2845.00,120.00,4.00,3116.00,2998.00,118.00,3.80,3078.00,2926.00,152.00,4.90,3043.00,2919.00,124.00,4.10,3014.00,2908.00,106.00,3.50,"$51,187",74.80
UT,"Box Elder County, UT",23460.00,22834.00,23460.00,22834.00,626.00,2.70,23701.00,22746.00,955.00,4.00,23220.00,21350.00,1870.00,8.10,23644.00,21640.00,2004.00,8.50,23186.00,21444.00,1742.00,7.50,22948.00,21626.00,1322.00,5.80,23161.00,22064.00,1097.00,4.70,23416.00,22508.00,908.00,3.90,23973.00,23087.00,886.00,3.70,24696.00,23835.00,861.00,3.50,25337.00,24508.00,829.00,3.30,25435.00,24662.00,773.00,3.00,"$63,624",93.00
UT,"Carbon County, UT",9635.00,9283.00,9635.00,9283.00,352.00,3.70,10117.00,9683.00,434.00,4.30,10485.00,9659.00,826.00,7.90,9910.00,9057.00,853.00,8.60,9547.00,8824.00,723.00,7.60,9263.00,8610.00,653.00,7.00,8948.00,8383.00,565.00,6.30,8694.00,8248.00,446.00,5.10,8709.00,8213.00,496.00,5.70,8338.00,7843.00,495.00,5.90,8285.00,7865.00,420.00,5.10,8477.00,8092.00,385.00,4.50,"$47,627",69.60
UT,"Daggett County, UT",518.00,500.00,518.00,500.00,18.00,3.50,451.00,433.00,18.00,4.00,479.00,451.00,28.00,5.80,495.00,459.00,36.00,7.30,471.00,442.00,29.00,6.20,436.00,414.00,22.00,5.00,429.00,408.00,21.00,4.90,430.00,412.00,18.00,4.20,467.00,445.00,22.00,4.70,464.00,440.00,24.00,5.20,429.00,408.00,21.00,4.90,410.00,392.00,18.00,4.40,"$55,521",81.20
UT,"Duchesne County, UT",9218.00,9011.00,9218.00,9011.00,207.00,2.20,10294.00,10020.00,274.00,2.70,10348.00,9466.00,882.00,8.50,8166.00,7385.00,781.00,9.60,8445.00,7882.00,563.00,6.70,9150.00,8720.00,430.00,4.70,9299.00,8899.00,400.00,4.30,9574.00,9225.00,349.00,3.60,8807.00,8143.00,664.00,7.50,8116.00,7396.00,720.00,8.90,7982.00,7525.00,457.00,5.70,7724.00,7369.00,355.00,4.60,"$60,569",88.60
UT,"Emery County, UT",5134.00,4962.00,5134.00,4962.00,172.00,3.40,5055.00,4862.00,193.00,3.80,5248.00,4878.00,370.00,7.10,5290.00,4906.00,384.00,7.30,5070.00,4698.00,372.00,7.30,4746.00,4405.00,341.00,7.20,4713.00,4426.00,287.00,6.10,4613.00,4366.00,247.00,5.40,4402.00,4135.00,267.00,6.10,4266.00,4000.00,266.00,6.20,4192.00,3977.00,215.00,5.10,4342.00,4134.00,208.00,4.80,"$52,877",77.30
UT,"Garfield County, UT",2727.00,2602.00,2727.00,2602.00,125.00,4.60,2817.00,2645.00,172.00,6.10,2873.00,2573.00,300.00,10.40,3074.00,2760.00,314.00,10.20,2962.00,2646.00,316.00,10.70,2857.00,2586.00,271.00,9.50,2781.00,2525.00,256.00,9.20,2716.00,2478.00,238.00,8.80,2755.00,2509.00,246.00,8.90,2796.00,2562.00,234.00,8.40,2902.00,2683.00,219.00,7.50,2789.00,2572.00,217.00,7.80,"$50,945",74.50
UT,"Grand County, UT",5170.00,4932.00,5170.00,4932.00,238.00,4.60,5261.00,4951.00,310.00,5.90,5402.00,4872.00,530.00,9.80,5323.00,4764.00,559.00,10.50,5317.00,4797.00,520.00,9.80,5409.00,4954.00,455.00,8.40,5455.00,5033.00,422.00,7.70,5521.00,5169.00,352.00,6.40,5609.00,5269.00,340.00,6.10,5729.00,5393.00,336.00,5.90,5936.00,5621.00,315.00,5.30,6084.00,5795.00,289.00,4.80,"$48,920",71.50
UT,"Iron County, UT",21007.00,20399.00,21007.00,20399.00,608.00,2.90,20845.00,19930.00,915.00,4.40,20949.00,19109.00,1840.00,8.80,20414.00,18457.00,1957.00,9.60,19868.00,18227.00,1641.00,8.30,19470.00,18140.00,1330.00,6.80,19376.00,18301.00,1075.00,5.50,19911.00,19007.00,904.00,4.50,20328.00,19424.00,904.00,4.40,21478.00,20543.00,935.00,4.40,22258.00,21328.00,930.00,4.20,22815.00,22001.00,814.00,3.60,"$48,168",70.40
UT,"Juab County, UT",4112.00,3983.00,4112.00,3983.00,129.00,3.10,3949.00,3732.00,217.00,5.50,3963.00,3566.00,397.00,10.00,4612.00,4191.00,421.00,9.10,4595.00,4219.00,376.00,8.20,4625.00,4343.00,282.00,6.10,4697.00,4460.00,237.00,5.00,4795.00,4599.00,196.00,4.10,4937.00,4741.00,196.00,4.00,5221.00,5031.00,190.00,3.60,5424.00,5241.00,183.00,3.40,5574.00,5408.00,166.00,3.00,"$60,078",87.80
UT,"Kane County, UT",3491.00,3381.00,3491.00,3381.00,110.00,3.20,3482.00,3337.00,145.00,4.20,3519.00,3252.00,267.00,7.60,3561.00,3278.00,283.00,7.90,3492.00,3232.00,260.00,7.40,3462.00,3232.00,230.00,6.60,3474.00,3288.00,186.00,5.40,3562.00,3392.00,170.00,4.80,3624.00,3464.00,160.00,4.40,3695.00,3554.00,141.00,3.80,3746.00,3617.00,129.00,3.40,3798.00,3676.00,122.00,3.20,"$49,982",73.10
UT,"Millard County, UT",6207.00,6052.00,6207.00,6052.00,155.00,2.50,6051.00,5849.00,202.00,3.30,6479.00,6118.00,361.00,5.60,6421.00,6023.00,398.00,6.20,6169.00,5842.00,327.00,5.30,5938.00,5661.00,277.00,4.70,5902.00,5660.00,242.00,4.10,5961.00,5753.00,208.00,3.50,6124.00,5909.00,215.00,3.50,6215.00,6008.00,207.00,3.30,6435.00,6225.00,210.00,3.30,6239.00,6035.00,204.00,3.30,"$56,215",82.20
UT,"Morgan County, UT",3994.00,3889.00,3994.00,3889.00,105.00,2.60,4060.00,3925.00,135.00,3.30,4066.00,3811.00,255.00,6.30,4274.00,3980.00,294.00,6.90,4245.00,4002.00,243.00,5.70,4333.00,4120.00,213.00,4.90,4505.00,4323.00,182.00,4.00,4687.00,4527.00,160.00,3.40,4927.00,4773.00,154.00,3.10,5145.00,4992.00,153.00,3.00,5391.00,5238.00,153.00,2.80,5446.00,5294.00,152.00,2.80,"$96,201",140.70
UT,"Piute County, UT",927.00,906.00,927.00,906.00,21.00,2.30,902.00,876.00,26.00,2.90,894.00,835.00,59.00,6.60,572.00,514.00,58.00,10.10,530.00,477.00,53.00,10.00,492.00,451.00,41.00,8.30,484.00,447.00,37.00,7.60,459.00,426.00,33.00,7.20,465.00,435.00,30.00,6.50,458.00,431.00,27.00,5.90,484.00,460.00,24.00,5.00,482.00,456.00,26.00,5.40,"$41,334",60.40
UT,"Rich County, UT",1444.00,1415.00,1444.00,1415.00,29.00,2.00,1424.00,1386.00,38.00,2.70,1461.00,1387.00,74.00,5.10,1039.00,964.00,75.00,7.20,982.00,911.00,71.00,7.20,946.00,896.00,50.00,5.30,984.00,939.00,45.00,4.60,1005.00,966.00,39.00,3.90,1045.00,1007.00,38.00,3.60,1096.00,1061.00,35.00,3.20,1141.00,1104.00,37.00,3.20,1176.00,1137.00,39.00,3.30,"$58,807",86.00
